Location,WaitTime,MealRating,ServerFriendliness,OrderAccurate,WillReturn
Location C,12.42404468900724,2,4.01605326172176,Yes,No
Location C,26.834371337222624,2,2.206742288423545,Yes,Yes
Location C,28.224838567506417,3,7.87708496902458,Yes,Yes
Location C,18.75481980221811,2,5.419636257420084,Yes,Yes
Location C,22.882784815278832,2,9.347476746936477,Yes,Yes
Location C,21.556250772717682,3,6.88064324108176,Yes,No
Location C,35.39440404227619,4,6.102639449522085,Yes,Yes
Location C,25.597874557172883,1,4.129591342766066,Yes,No
Location C,19.360412042596167,4,2.8093088722861665,Yes,Yes
Location C,15.222297796997871,3,4.564538031023106,Yes,Yes
Location C,11.967768398712138,1,2.7514148115883383,Yes,Yes
Location C,21.017318179336115,3,6.300380761461509,Yes,Yes
Location C,16.218246273578483,3,8.26530499539426,Yes,Yes
Location C,12.88873145201163,2,4.478175467765739,Yes,Yes
Location C,16.767135578787368,1,6.888981944782394,No,Yes
Location C,14.592259981928025,2,3.6215418595662867,Yes,Yes
Location C,28.435708175362823,1,4.395066323585298,Yes,Yes
Location C,24.408198784747253,3,3.370072030869114,Yes,No
Location C,19.960136793416915,3,1.0,Yes,Yes
Location C,27.39972069445013,4,4.926933300162779,Yes,Yes
Location C,20.38684153823809,1,5.2569034751955055,Yes,Yes
Location C,15.693578993358681,2,7.131721997523275,Yes,Yes
Location C,27.615620386348287,4,6.590876505338575,Yes,No
Location C,22.694550218423295,4,6.617905798077991,Yes,Yes
Location C,14.813769228367718,4,3.051927553764246,Yes,Yes
Location C,19.04830660958196,2,5.918994612141384,Yes,No
Location C,15.621908733076214,4,8.165187930963185,Yes,Yes
Location C,13.08600134517832,2,5.759735701418163,Yes,Yes
Location C,24.630887737658206,4,8.657187226129995,Yes,Yes
Location C,29.547083202350652,2,9.037932222239727,Yes,Yes
Location C,13.007162130904295,3,4.463063459416709,Yes,Yes
Location C,22.814846183452854,3,3.6061205098388567,No,Yes
Location C,16.746787154390866,3,3.4770756691621,Yes,No
Location C,17.56437308117652,3,1.96772835979356,No,No
Location C,17.038030378805654,3,3.9631942011689563,Yes,Yes
Location C,15.68004615160092,4,7.415330899512493,No,Yes
Location C,20.242608139724133,4,1.0,Yes,No
Location C,15.84524941794481,4,2.9250931985725073,Yes,Yes
Location C,21.352284128899193,2,4.745737116696005,Yes,No
Location C,19.748809452754315,2,3.2456295987565995,Yes,No
Location C,18.80525976566795,2,3.9454281115195595,Yes,No
Location C,15.462181689792011,2,3.975340651155393,Yes,Yes
Location C,17.116143347158335,3,4.484919559876502,Yes,Yes
Location C,23.77695612912878,3,3.5410906077805224,Yes,Yes
Location C,22.504585938121902,3,3.3775735722889038,No,No
Location C,15.112223776007244,1,6.868619491842463,No,Yes
Location C,20.49666152714613,4,7.099308355720691,No,No
Location C,23.756935616858947,2,2.238913309505181,Yes,Yes
Location C,11.652973594393142,2,1.0,Yes,Yes
Location C,22.716800961899676,3,7.126749699141862,Yes,Yes
Location C,16.686881205270765,2,2.542399162895725,Yes,Yes
Location C,22.852993342965796,2,5.425489676919479,Yes,Yes
Location C,16.183704217287417,4,1.8686562539435654,Yes,Yes
Location C,10.975589496677404,3,7.595509970519344,Yes,No
Location C,11.862287810584187,4,10.0,Yes,Yes
Location C,20.24042473330691,1,5.365613818410673,No,Yes
Location C,21.29861250860741,1,4.811794703080967,Yes,Yes
Location C,15.478416874477958,1,4.355720849619872,No,No
Location C,23.19296229388687,3,6.563598622625824,Yes,No
Location C,11.6923996886552,2,6.1353735018691715,Yes,Yes
Location C,19.66960100676342,3,7.006996907105729,Yes,No
Location C,13.944919001187717,3,3.744166954803835,Yes,No
Location C,16.740819460989204,2,5.68023541280929,Yes,Yes
Location C,20.23699335658207,4,3.915063866587608,Yes,Yes
Location C,15.697933173580239,1,2.8845687038598915,Yes,Yes
Location C,18.077222278850872,4,4.917969157993073,Yes,Yes
Location C,25.0314640460722,1,3.1549745392458357,Yes,No
Location C,17.115540652384254,3,7.347453995485177,No,Yes
Location C,24.17846056032571,1,3.276159243968354,Yes,No
Location C,14.35146572671191,3,5.72709188137472,Yes,Yes
Location C,22.649020889576413,4,3.793155402480555,Yes,Yes
Location C,27.207843103289502,3,5.554125500875024,Yes,Yes
Location C,7.6417774993635526,4,3.952006853089287,Yes,Yes
Location C,16.015523722647615,2,2.485577450284925,Yes,No
Location C,22.8853606359027,2,5.967545481903691,No,No
Location C,18.984773069785035,2,4.529168756173556,Yes,Yes
Location C,21.855729366856544,3,5.571969881444919,No,Yes
Location C,16.980074066420897,2,4.142314128739125,No,Yes
Location C,20.4329489373645,1,2.344126972463096,Yes,Yes
Location C,19.221613823039604,4,7.166357194112512,Yes,Yes
Location C,25.838910308299035,4,6.4735155108821765,No,Yes
Location C,21.272104216506065,1,3.8660780488935123,Yes,Yes
Location C,21.68801331037601,3,5.139558426997596,Yes,No
Location C,17.940615169387662,3,7.084038966325874,No,Yes
Location C,17.561968879637533,4,4.085923328275206,Yes,Yes
Location C,17.837209060901895,2,4.396230989618896,Yes,Yes
Location C,21.972260711891483,3,5.487265000014747,Yes,Yes
Location C,17.895077595898684,3,4.081817872890828,Yes,Yes
Location C,21.448874284482066,1,6.714183993974045,Yes,No
Location C,30.377003993227195,1,4.662198439385124,Yes,No
Location C,24.355623517158463,2,3.431928250012052,Yes,Yes
Location C,18.369882339160796,3,6.217277659747989,Yes,Yes
Location C,26.006069610819722,3,2.7157387011373064,Yes,Yes
Location C,17.959623134892244,1,9.029757122248427,Yes,No
Location C,9.80937732411073,3,8.164992727160405,Yes,Yes
Location C,14.95956844541298,4,6.026990953842031,Yes,Yes
Location C,10.646040394870722,1,5.858662043639804,Yes,Yes
Location C,18.24243257979346,2,5.764882835638597,Yes,Yes
Location C,20.092091895947757,1,4.021810428162186,Yes,Yes
Location C,28.382186561376415,3,5.594619291361685,No,No
Location C,21.634636868820813,2,3.1537347790843033,Yes,Yes
Location C,18.90449735595568,1,6.007636836880362,Yes,Yes
Location C,24.147027905917447,4,6.735693886062591,Yes,Yes
Location C,8.944323454960575,4,4.243827798033331,Yes,No
Location C,21.178072790542828,1,3.809796411690561,Yes,No
Location C,23.854325969434832,4,2.5750459507041805,Yes,Yes
Location C,12.607068771100792,4,7.915910467131382,Yes,No
Location C,25.718770216034645,4,3.9686719323155772,Yes,Yes
Location C,21.69248203747207,2,4.6025219279667535,Yes,Yes
Location C,17.923560430495993,4,5.600311169991452,Yes,Yes
Location C,23.163909330531425,4,5.564415285779869,Yes,Yes
Location C,31.35346428902198,4,6.49312019136214,Yes,Yes
Location C,20.909331275292477,2,4.241340160323342,Yes,Yes
Location C,21.24110293150168,1,2.722664123058174,Yes,Yes
Location C,17.70319550229878,3,2.372669382055368,Yes,No
Location C,15.750778152676041,4,3.8414895343143067,Yes,Yes
Location C,24.151679082721227,1,3.096299050650752,Yes,Yes
Location C,15.719580870455664,4,4.392766589384483,Yes,Yes
Location C,20.357831186096963,2,7.615157621519965,Yes,No
Location C,17.611712766174417,1,4.2454435882326225,Yes,Yes
Location C,22.39489912873196,2,4.244698277330887,Yes,Yes
Location C,21.66831052643474,4,4.9672024474884235,No,No
Location C,25.187699721289498,4,4.188750017575868,Yes,Yes
Location C,17.449918005726264,2,4.865217528563612,Yes,Yes
Location C,18.650625323533145,3,6.081738444962693,Yes,No
Location C,15.106181421088463,2,6.769502109526628,Yes,Yes
Location C,17.77853369961944,4,7.006426399478047,Yes,Yes
Location C,21.88650246522426,2,9.11370444146204,Yes,Yes
Location D,21.027954466581406,4,7.854039169258657,Yes,Yes
Location D,14.311338703289499,3,10.0,No,Yes
Location D,21.47842368042264,4,5.835277287910536,Yes,Yes
Location D,23.422551435219802,4,10.0,No,Yes
Location D,19.653739612894803,3,6.429435918670615,Yes,Yes
Location D,25.507183250232263,3,6.576971603855447,Yes,Yes
Location D,14.904843203585708,2,6.82019117886569,Yes,Yes
Location D,13.021381186754333,5,6.672068933261904,Yes,Yes
Location D,10.885119004382886,4,7.128760595089755,Yes,No
Location D,23.984177245956733,2,6.129957996267341,Yes,Yes
Location D,20.61746262541623,3,8.244943259607059,Yes,Yes
Location D,17.77766131635818,5,6.17074744806823,Yes,No
Location D,19.11987450527928,2,7.983415597379337,Yes,Yes
Location D,13.498043810806493,4,9.291585429285647,Yes,Yes
Location D,27.783007918467305,2,6.46434644528839,Yes,Yes
Location D,18.51688472790091,4,8.191575126968766,Yes,Yes
Location D,18.437579178419572,3,7.838738933354777,Yes,Yes
Location D,20.903066495594768,5,10.0,Yes,Yes
Location D,19.924036926946854,5,6.242754152732575,Yes,Yes
Location D,18.895536097116526,5,8.192607425208676,Yes,Yes
Location D,14.838102178218753,3,4.56098336233517,No,No
Location D,19.885873428543984,4,6.2562123838947805,Yes,Yes
Location D,25.528097985900136,3,7.530089256395362,Yes,No
Location D,23.38168018461991,5,9.089739953634671,Yes,Yes
Location D,24.37274650655759,3,5.161099952523696,Yes,Yes
Location D,15.955137294275259,3,8.179135961111665,Yes,Yes
Location D,14.041580718965676,3,6.905164815275562,Yes,Yes
Location D,17.49685231960141,4,4.717708519911531,Yes,Yes
Location D,18.22289964915478,2,7.272380268923185,Yes,Yes
Location D,22.376766073883793,2,9.563741849467318,Yes,Yes
Location D,11.230141481140723,3,5.319366010132574,Yes,No
Location D,24.118201277842456,2,6.8350934269447245,Yes,Yes
Location D,17.367968405684042,2,5.520041523040651,Yes,Yes
Location D,16.29247572021032,3,6.297125602134976,Yes,Yes
Location D,13.95158249895933,3,9.14825521528695,Yes,Yes
Location D,11.380573312536923,5,6.592713286762926,Yes,Yes
Location D,21.29268233584766,2,9.10234860627299,Yes,Yes
Location D,18.293271868753614,4,8.66358107189738,Yes,Yes
Location D,12.840156401035784,3,6.455893129773328,Yes,No
Location D,12.819684911745536,5,6.246100809090652,Yes,Yes
Location D,16.656861202839487,4,5.656001789778247,Yes,Yes
Location D,24.676086101157573,2,5.603678208709894,Yes,Yes
Location D,16.96163459454558,5,7.529811091761765,Yes,Yes
Location D,11.987428187527575,3,6.970322027177551,Yes,Yes
Location D,17.01702774365622,4,6.06459184760619,Yes,Yes
Location D,16.90910572100932,3,4.676855616815082,Yes,No
Location D,7.212453428233713,2,7.159268151733317,Yes,Yes
Location D,17.782820533928753,4,6.295671731408,Yes,Yes
Location D,17.076261879165287,2,6.707053456626859,Yes,No
Location D,20.784825459253675,2,7.456992743047122,Yes,Yes
Location D,25.39582437978138,5,3.247295707918205,No,Yes
Location D,22.50626011819103,3,4.700088094436313,Yes,Yes
Location D,16.924445237780677,4,10.0,Yes,Yes
Location D,13.573896365033319,2,6.240084239950574,Yes,Yes
Location D,28.29343921299944,2,3.2238503464037063,Yes,Yes
Location D,18.23687373605795,4,4.825089730725621,Yes,Yes
Location D,18.055717167651785,2,10.0,Yes,Yes
Location D,17.903499651559986,5,5.94550380959524,Yes,Yes
Location D,18.79233904307142,5,8.738522867345734,Yes,Yes
Location D,17.42255835230423,5,7.181676997505808,Yes,Yes
Location D,15.705351972479054,5,6.272549443751544,Yes,Yes
Location D,15.812564235038431,2,8.16316820614464,Yes,Yes
Location D,17.868986919136006,4,3.423464986965568,Yes,Yes
Location D,15.826300915464941,4,4.8383010702150955,Yes,Yes
Location D,15.148616869291342,4,6.2614734817906585,Yes,No
Location D,18.425720910767588,4,4.985643402595588,Yes,Yes
Location D,16.98009113031658,3,6.128833317244043,Yes,Yes
Location D,24.015971954330755,4,8.280569568524243,Yes,Yes
Location D,7.396120766427952,3,7.198205082003971,Yes,Yes
Location D,22.36602740768985,3,8.995925553264383,Yes,Yes
Location D,22.984340769990517,5,7.293062926527616,Yes,No
Location D,9.706439070367402,3,8.488691247241789,Yes,Yes
Location D,16.629249623678604,2,6.903894549807253,Yes,Yes
Location D,16.514236536016835,3,6.114586774960326,Yes,Yes
Location D,12.369953221128714,5,9.220852083312833,Yes,No
Location D,14.888733249636498,3,5.9359745680959,Yes,Yes
Location D,13.557696618136685,2,7.515767234686449,Yes,No
Location D,25.00908177369449,2,8.15334604483671,Yes,Yes
Location D,21.742713572589846,2,8.262239056706285,Yes,Yes
Location D,23.086220379976634,5,5.251835994669971,Yes,Yes
Location D,20.886688256172942,5,8.5779256087424,Yes,Yes
Location D,13.483792915131083,4,5.531567130839095,Yes,Yes
Location D,15.901918934880905,5,8.216055483024991,Yes,Yes
Location D,19.957498244911672,2,7.802760206573648,Yes,Yes
Location D,13.111488764432218,2,8.227945992669849,No,Yes
Location D,20.851993720689553,5,5.192494718351458,Yes,Yes
Location D,17.03869840736746,3,7.881894614101587,Yes,Yes
Location D,16.50071676980161,5,8.628390514612258,Yes,Yes
Location D,20.843839872813966,5,7.290093674742611,No,Yes
Location D,19.77705324594416,2,5.772074980593135,Yes,Yes
Location D,16.55613533672368,4,8.379621421491985,Yes,Yes
Location D,22.63731921345699,2,7.170879442151155,Yes,Yes
Location D,13.67574668960041,4,4.488333604258456,Yes,Yes
Location D,20.463742427777056,2,5.655715806525009,Yes,Yes
Location D,20.372405031873534,5,6.21055820315954,Yes,Yes
Location D,16.761814242744038,2,9.258727431459484,No,Yes
Location D,19.30453208896847,2,8.99527462945932,Yes,Yes
Location D,12.995545694458787,2,8.990452796585014,Yes,Yes
Location D,21.696108076827603,5,7.3485404165257995,Yes,Yes
Location D,17.260391454228042,5,8.370392187668799,Yes,Yes
Location D,15.909107917923842,5,5.288830886971164,Yes,Yes
Location D,22.196036903347558,5,7.010204647589156,Yes,Yes
Location D,15.182625237828963,4,7.677449052474395,Yes,Yes
Location D,12.366154814545762,4,5.38765141403632,Yes,Yes
Location D,11.773483305904385,3,7.314868134462805,Yes,Yes
Location D,20.42403980538256,5,9.529958778706517,Yes,Yes
Location D,12.878282590014868,4,7.83815467684094,Yes,No
Location D,25.01917672793746,2,8.37631780999618,Yes,Yes
Location D,9.672282368465112,5,3.321389614851606,Yes,Yes
Location D,24.785825473160152,3,9.336953273729385,Yes,Yes
Location D,18.844069868810475,3,6.720816478371746,Yes,Yes
Location D,17.61314755251843,3,5.8469705288949365,Yes,Yes
Location D,15.820323652764202,2,6.738043222285105,Yes,Yes
Location D,19.596544457408285,4,4.772466762578653,Yes,Yes
Location D,17.849461190300605,2,8.571913092628213,Yes,Yes
Location D,22.413207528066085,5,6.496906415839311,Yes,No
Location D,18.456910594648157,3,5.892053781960896,Yes,Yes
Location D,18.60120704584751,2,6.747917401467452,Yes,Yes
Location D,16.545551151144576,2,8.677023481864211,Yes,Yes
Location D,17.77221750511573,4,7.197187601171831,Yes,Yes
Location D,19.231207075568236,4,4.8854593456997994,Yes,Yes
Location D,11.159326429373497,3,7.697471244611624,Yes,Yes
Location D,12.607258311577148,2,5.606530068516062,Yes,Yes
Location D,20.97305637609086,2,3.7658484529377754,Yes,Yes
Location D,18.683461752511768,4,9.244010819075768,Yes,Yes
Location D,17.264066654589282,2,7.685844812241534,Yes,Yes
Location D,18.07373573226157,2,6.882594004294877,Yes,Yes
Location D,19.390326821446685,2,6.481585727954952,Yes,No
Location D,15.840961278762554,4,9.095619251099974,Yes,Yes
Location D,14.886781098390749,3,10.0,Yes,Yes
Location D,18.783381020390728,5,7.673170777849775,Yes,Yes
Location D,14.086508889539871,3,5.455547976508186,Yes,Yes
Location D,19.633011022857886,5,6.768301721698036,Yes,Yes
Location D,11.189665583048638,2,7.645859008141073,Yes,Yes
Location D,22.116622549302576,3,3.475707539512202,Yes,No
Location D,19.890389929652173,5,7.501748802667176,Yes,Yes
Location D,19.0241189372555,4,7.654637694239618,Yes,Yes
Location D,21.930763935782057,4,8.98951329698083,Yes,Yes
Location D,24.661897777850307,3,8.83318495355958,Yes,Yes
Location D,22.057480260072523,3,7.166758240434304,Yes,Yes
Location D,10.636503074673419,2,9.271955359870537,Yes,Yes
Location D,12.881692133057193,3,10.0,Yes,Yes
Location D,15.500725689217285,2,7.04192718286669,Yes,Yes
Location D,18.104364200843335,2,7.627280617701624,Yes,Yes
Location D,20.070636081876494,4,4.349053970334136,Yes,No
Location D,15.097024747386138,4,4.823540106338368,Yes,Yes
Location D,18.747067057908314,5,5.742705528985722,Yes,Yes
Location D,14.97846827058671,4,6.33457254322442,Yes,Yes
Location D,15.553928788032207,4,5.355815462892897,Yes,Yes
Location D,12.37335561260711,3,6.946006882034137,Yes,Yes
Location D,14.307067015556383,4,6.379436248488072,Yes,Yes
Location D,12.593261577534665,5,8.606342847009422,No,Yes
Location D,14.096506988090669,3,6.287839531774438,Yes,Yes
Location D,22.21456718643136,5,3.5699230776767585,Yes,Yes
Location D,14.202404444672228,4,7.18862675880313,Yes,No
Location D,28.52952825934956,5,6.978702963382991,Yes,Yes
Location D,19.973271603523557,3,5.706925177893259,Yes,Yes
Location D,18.739344494779495,2,7.142499825245555,Yes,Yes
Location D,14.566568879275145,5,5.387103117660498,Yes,Yes
Location D,20.801239517635967,5,7.494759930435014,Yes,Yes
Location D,15.697448695048905,3,10.0,Yes,Yes
Location D,18.488039258581445,3,4.291591790639851,Yes,Yes
Location D,28.24033815307518,5,6.22563686948626,Yes,Yes
Location D,17.6157604011014,4,5.985242317826296,No,Yes
Location D,22.597093305142703,5,6.350110174768685,Yes,Yes
Location D,15.18729429949645,3,8.529886869395462,Yes,Yes
Location D,17.860046038012154,2,7.814239838978537,No,Yes
Location D,25.08320254254204,2,8.273149753909635,Yes,Yes
Location D,15.49213176884893,4,7.045743257130397,No,Yes
Location D,25.249794231987714,5,5.016851020082713,Yes,Yes
Location D,20.831007741821903,2,5.32797195811003,Yes,Yes
Location D,15.75013289642293,5,8.119389561199888,Yes,Yes
Location D,20.529630956222086,3,7.256247847619946,Yes,Yes
Location D,21.89021779850692,2,8.890311109118258,Yes,Yes
Location D,20.487239848868786,4,7.439893154870195,No,Yes
Location D,11.719101120438175,3,5.225477510001813,Yes,Yes
Location D,15.091451296700527,4,6.2171472787252675,Yes,Yes
Location D,17.00992545779398,3,7.847221224524395,Yes,Yes
Location D,17.702266283599815,2,8.065498744357939,Yes,Yes
Location D,20.48268839020271,4,8.282662948232032,Yes,Yes
Location D,18.710804003733017,4,5.42721383019221,Yes,Yes
Location D,12.658622565159595,3,5.198454750884613,Yes,No
Location D,19.520791404023853,4,6.715296220378869,Yes,Yes
Location D,20.442342981135294,3,9.160110274800182,Yes,Yes
Location D,20.239161791724158,3,5.959197518787973,Yes,No
Location D,22.323122902218486,3,7.6824578359014595,Yes,No
Location D,21.335688618195615,3,7.682591708408448,Yes,Yes
Location D,19.83672031691375,2,8.14115912450592,Yes,Yes
Location D,17.719337154165412,3,9.496660380922314,Yes,Yes
Location D,11.356156265936034,5,9.342859637149159,Yes,Yes
Location D,19.718472876530342,4,6.108091249240742,Yes,Yes
Location D,18.830750748652445,5,3.8531568380369894,Yes,Yes
Location D,19.086315348781493,2,5.982205996952886,Yes,Yes
Location D,12.893005696718763,5,7.113508441070853,Yes,No
Location D,13.67577383836695,4,6.457532083471515,Yes,Yes
Location D,22.212611413331615,5,9.951848414392202,Yes,Yes
Location D,17.84177938457338,2,7.028170456474674,Yes,Yes
Location D,20.726002789490497,3,7.980567820384291,Yes,Yes
Location D,18.113273504521846,5,7.325821464471015,Yes,Yes
Location D,18.119024557982982,2,6.480050224763767,Yes,Yes
